,price
21970,930000
17748,1658000
7674,2784000
18163,1006970
22704,700000
18485,1220000
18202,2065000
16753,1145416
4937,2880000
10896,2184000
5285,2150000
8367,950000
12905,2444000
2093,1500000
21811,6136000
11336,2300000
11683,1063000
7817,1664200
1920,2425000
82,1597900
17200,1168124
13318,893000
22433,1670000
4396,720000
8475,1374000
18845,1280000
1813,2249000
1271,1030000
15226,1634000
2994,1180000
22506,1745000
15674,1154000
15438,800000
22332,1200000
23430,1510000
2642,1608000
9280,1434000
19809,1633770
18689,2974435
20902,1164000
4195,2050000
13032,1424000
12768,2342000
12360,1798000
3849,1138000
23526,1100000
21749,2750000
16194,2817000
15253,1019000
19233,3570000
16193,1520000
3554,1498860
18579,1764600
13237,5633000
2600,2380000
20472,1361000
1518,1418000
4117,7000000
10825,1526000
5755,1756100
5633,1203400
8399,918000
21521,970000
13065,1561000
7162,971000
14256,2478000
11737,1262000
15441,1800000
1988,2258900
7737,2748379
16901,1351528
10561,1248000
201,4731500
22628,4200000
19145,3550000
15166,1461000
4855,3931200
22348,1040000
9741,1109000
12502,1711000
15950,1650000
18822,2146700
3765,1438000
20588,1438000
13452,1918000
6432,1073000
7846,1634431
20061,1019200
12253,2971000
16402,6380000
16433,4280000
23586,1333000
887,1070000
6261,1367000
6989,1272000
6043,1743000
10808,1788000
19552,2300000
19333,2920000
1424,2066400
16523,2079000
15924,1204000
19581,2380000
112,1927200
8160,1178000
22128,2050000
16199,2050000
4559,2580000
20894,1845000
11442,1290000
11254,3082000
21221,1647772
8566,1142000
16311,2000000
19661,1425000
10758,1647000
17266,1551000
19477,2141000
16835,1593801
3731,1648000
22464,1179000
4986,3616160
2763,1666000
13794,1512720
21676,2628888
1855,1983000
15599,1451000
12812,3224000
999,1313000
389,3380000
11599,1364000
6426,1864000
17860,1614000
18624,966500
10578,1576000
22696,960000
8112,1280000
17376,1199025
4997,4600000
19356,12300000
14211,2853948
22747,680000
4796,2062150
4769,2240960
17677,1042000
11065,1219000
4173,6300000
18919,2768000
23190,6300000
1907,2499000
4946,6000000
8560,715000
6033,1660000
7619,1673000
1151,2047000
17951,1658000
19555,1600000
21605,2713600
9689,1100000
7106,1250000
22325,750000
4287,1612000
2230,1460000
174,2290400
18287,2400000
8752,2020000
3408,793000
1538,2900000
2292,1038000
9523,1715500
1363,1500000
4357,1720000
18504,1100000
18908,2186000
680,1268000
13050,1454000
3664,1908000
18045,1665000
508,3148000
166,2095200
13689,2588850
21611,3500000
23044,1830000
1914,1434500
7263,970000
10728,2152000
1104,2234000
12067,1688000
2610,3240000
9944,2141000
5310,3776000
20655,1091000
11108,1518000
11156,1520800
152,1889800
13422,933000
2832,6000000
23581,2260000
19973,716680
3551,1785000
20701,1376000
21947,2499500
12541,3161000
4538,920000
14367,2050000
21546,1420000
10014,1096000
12278,1158000
20629,1806000
15088,1033000
18375,2055000
22537,1875000
5141,4735000
11814,1748000
22157,1570000
3450,868000
16589,1694160
13156,1356000
2749,2445000
18233,1011000
19624,1770000
12707,1395000
19493,1468000
13131,3159000
12251,2163000
10179,1732500
5810,1306500
5634,1098300
11580,1092000
19540,2250000
13926,3695670
22723,870000
1380,1628000
22059,2400000
14901,1331000
3832,1850000
22166,2318888
4776,6499970
4276,1690000
4958,3033000
23227,1500000
20885,3307000
16662,1649419
7415,1668000
3252,1208000
20091,1633770
16673,1320528
19459,1615000
21420,996633
21107,2956000
14300,2420000
15523,2150000
14270,1820000
12327,2730000
11546,1896000
15639,1096000
15042,1148000
14208,2750000
2468,1330000
21213,1853570
16654,1187035
11757,1038000
13869,2725470
16998,1284822
9583,2216000
6696,1201000
3180,3083000
15089,1416000
17806,1074000
8275,1550000
9065,773000
11030,1088000
21135,2260000
4557,835000
7812,3638000
12839,3853000
6297,1819000
23530,1490000
14534,2515550
23345,3800000
1132,2020000
10642,2202000
10521,2147000
20713,2437000
22731,982000
2871,745000
12996,1480000
19164,2060000
1772,1580000
10593,1333000
1913,2485000
14212,3818000
9256,879000
12602,1597000
14188,2700000
15417,1730000
18545,1510400
19392,2203000
1105,2545000
20406,1830000
17076,1167522
21047,1170000
4956,3620000
8307,903000
23030,4200000
19149,2238000
3696,1338000
7778,2448765
20199,1299240
628,1150000
2451,1472500
20084,885610
23657,1590000
2176,1820000
19702,704000
20244,728800
2787,2542000
12297,3296000
1196,2993000
18060,953000
7618,1665160
4444,36500000
11128,2143000
15514,1550000
5722,1022400
20989,2708000
10695,2815000
18753,1537000
4967,2266000
18601,1189285
10410,1188500
19710,1238400
4009,1830000
15515,1470000
3583,1562000
23447,1240160
18020,1656000
18852,1565000
12424,1180000
8277,2208000
3667,1025000
12474,3372000
12782,1310000
10211,2167000
3423,3157000
10717,3900000
8199,1100000
18793,1621000
19596,3200000
21968,1150000
5366,1300000
17313,1540000
2895,1720000
14122,970000
1296,1530000
3642,1586913
20391,1550000
21747,3300000
23339,1410000
23119,4200000
8548,704000
5451,1680000
10685,1260000
15449,1308000
7866,1648835
19127,1820000
12867,2434000
14607,2420000
9797,2117000
11755,979000
13979,1584378
9738,1183000
14385,2219000
6474,866000
8811,775000
492,3849120
11691,1355000
21257,1219500
1116,2223000
5637,1337100
5085,3803000
1757,6920000
11486,7132000
20447,1165000
23418,1560000
6353,1140000
22615,3280000
23584,2845000
23680,1850000
3644,2929000
19167,1398000
14350,2650000
12001,1519000
20380,1228000
11185,3055000
1696,1800000
2295,1128000
14794,1200000
14696,1390000
5939,1022400
22503,1688000
9968,2593000
11033,1505000
3313,3015000
14824,1470000
20509,1080000
9784,1167000
9915,1491000
215,1669800
1072,2032000
8682,1386000
22689,730000
19867,1333260
7006,1237000
13379,2358000
8652,1756000
13705,1728540
15384,1931000
25,2849590
23022,1460000
10601,2156000
7659,1708000
13401,898000
5690,2058000
9744,1133000
22777,1050000
22048,1800000
12721,1383000
9171,735000
10847,2710000
11908,1537000
630,1045000
22121,3730784
8707,1049000
20842,1160000
6614,1297000
5243,1485000
1102,2221000
19660,1720000
2204,990000
23456,1699125
12903,2394000
11477,6500000
11308,3035000
13767,1321650
15064,1456000
12512,1540000
23692,950000
18591,1548000
20102,724800
17356,1233000
14890,759000
719,1156000
13839,1759230
6155,1151000
20093,882290
19187,3000000
18950,3000000
4025,1420000
8224,1220000
17908,922845
15493,1330000
19176,3180000
16093,3699000
18606,942000
5818,1071500
11956,1317000
3866,1300000
2745,3325000
11867,1699000
10343,1190500
20737,1582000
11950,1403000
23048,848000
19611,1680000
4214,1760000
12096,1478000
15193,1625000
19643,2700000
1401,2150000
12828,2801000
3253,820000
22064,1180000
19045,1515000
2158,920000
8578,1459000
17058,858078
20742,1087000
7011,1390000
20362,3605600
10197,1172000
3841,888800
18199,1921000
19557,2250000
20132,1259940
11849,1418000
2100,1800000
1673,1730000
10293,3998888
4213,1210000
7480,5360600
17932,1196397
14562,4948320
20204,913480
11515,2221000
8547,704000
17845,1700000
14823,1400000
16923,932151
19604,1480000
16363,1580000
14609,2340000
18135,1666000
18156,2031000
9388,861000
10070,842000
10860,2061000
18400,1218000
2005,2260000
19621,2600000
15887,1640000
15233,987000
13411,938000
2257,1050000
20286,938400
5574,1425000
9083,1155000
5355,1100000
6093,1879000
7935,1785000
1519,1200000
22914,1350000
1378,1144600
18971,1650000
15206,1017000
21137,1664000
13200,8784000
21551,1740000
5842,1444000
7122,938000
16211,2250000
12820,2414000
5832,1652000
9821,1363000
12718,1300000
522,2000000
19991,887200
15372,1692000
234,1630000
12180,2264000
20180,1027890
6318,899000
11992,1060000
21958,1820750
1948,2547500
6361,1568000
23009,1530000
21924,1670000
11684,1190000
15927,1156000
22634,2100000
2224,1070000
22578,996580
15246,1055000
16209,1710000
5571,1000000
4523,898000
5793,1546700
5738,1812200
19008,1480000
4728,2438000
7818,1642113
8859,1101000
23610,1130000
15275,1650000
2437,1840000
14087,1600000
11989,1445000
3167,956000
18193,2017000
21373,1246952
13752,1741410
15920,2341235
14027,1391000
7016,947000
13386,1028000
15998,1901000
12641,2182000
20993,3660000
4945,4300000
15649,1508000
12237,1489000
6046,2117000
9227,747000
5585,1425000
5590,3200000
1228,1125000
18691,2961870
13341,1796000
13333,915000
14743,1230000
8244,2600000
20912,2072000
16237,2340000
6555,1695000
15373,1739000
12145,1344000
159,1781100
1589,1510000
15369,1895000
5565,13000000
7190,1900000
20627,1485000
10576,1618000
15061,1351000
13364,888000
1556,1120000
2828,4944000
436,2185000
15592,1342888
23299,2000000
17972,1060000
2780,2438000
3701,1380000
5686,1257200
4727,2428000
17622,1642000
2951,1600000
2555,2300000
10350,1807000
20353,864800
17881,1092000
12737,2849000
6465,1455000
7355,1370000
15717,1206000
7823,2944260
12449,3145000
21971,1660000
15271,794000
5185,1500000
8549,2155000
5242,1870000
18514,890000
2092,2000000
10207,1743500
11948,1421000
187,1637000
20575,1303000
20039,1457140
19810,613600
20821,1477000
1381,1918000
21011,1237000
8605,832000
15743,1728888
11528,2196000
19559,2450000
15038,1142000
21905,1950000
21237,895000
8448,756000
11390,1610000
23589,2740000
7295,1056000
18619,966437
8068,3600000
12935,2356000
9959,1324000
9764,741000
24,3450000
3363,1099000
1088,1776000
12866,2344000
10886,1761000
11590,1128000
22718,980000
19225,2230000
10503,1176500
12306,2780000
17079,855137
15906,1248000
22748,1250000
11944,1460000
6337,1402000
17611,1683000
18383,1629000
276,1680000
12413,1573000
19337,1605000
20021,1937520
3906,1549000
5845,1118100
23350,2100000
1137,2786000
19151,2950000
18108,2011000
13324,1215000
2490,1038000
16165,1880000
7742,1728540
14482,1220000
13127,2462000
3935,3600000
15072,1291000
2384,1120000
8016,3915000
7084,1320000
16499,855000
1863,3737000
15688,2459000
19503,1398000
364,3350000
9094,1154000
19203,3000000
20768,1180000
18354,1825000
3802,3350000
15309,1648000
3536,1460000
3825,2700000
6642,1809000
22082,1180000
12991,1505000
18330,2181000
20780,1448000
13527,1240470
7269,2544000
21005,2837000
7929,4030290
12982,5792000
7166,1214000
12869,2384000
5867,1301200
4761,1648320
882,1054000
13893,2476980
21979,163333158
557,950000
1960,1562120
13331,920000
1207,2875000
7684,2862000
16859,1642933
12021,1306000
10485,1161500
19595,2550000
3630,910000
1708,1430000
1140,2660000
19546,2460000
6207,1112000
21784,2519440
20114,1295200
20900,1918000
2660,2199000
14852,3400000
1307,1025000
18951,1980000
16212,2200000
12452,2863000
19218,1310000
6905,1354000
11927,1129000
14072,1300000
9429,704000
2151,1310000
20219,976800
23346,1500000
22649,1030000
13283,1228000
5004,2535000
15996,2483000
1627,17000000
19840,1119420
9714,818000
358,3130000
138,1760600
8491,758000
16766,1159605
11181,2675000
340,5300000
4857,2268000
17823,981000
9569,1142000
13865,4159980
17330,1533888
10582,1441000
5498,718000
8556,1130000
10913,1231000
1932,1583000
2352,2300000
15848,1340000
3236,800000
12355,1596000
9493,2179500
21596,1500000
3807,2150000
1936,1330000
5619,1274900
14973,1204000
18800,1565000
20801,1160000
6139,1753000
785,1213000
8036,1688207
8315,1568000
23075,2128000
18556,2011910
2169,1550000
20393,1050000
17294,1058000
14138,800000
18693,1715000
11826,1147000
16346,1580000
6591,1375000
4458,1700000
14325,2410000
7597,1762200
9370,1230000
4652,2130000
442,2000000
19799,1603200
9591,1175000
22207,9264000
20814,2754000
9649,1801000
21053,1170000
5744,1051300
15747,2484480
17438,1623000
15845,835000
20083,1044000
11951,3519000
929,1306000
22726,1000000
8767,1219000
18213,1752000
11120,2521000
14730,1215000
11738,1047000
13790,1689930
22642,2700000
21429,1211800
2011,3465000
17297,1068000
7611,2185643
19657,1090000
16028,2345000
20869,1390000
23460,1250330
18990,1510000
6564,1136000
21573,3017600
16390,1500000
11172,2404000
7835,4558544
3361,1440000
12966,2348000
10135,818000
22961,822000
18019,1731000
1141,2711000
22033,650000
22186,1338000
15007,2316000
15434,1200000
16743,913105
18454,1875000
3134,1105000
6990,1268000
19627,1038000
21667,2817000
18626,1081400
17858,1879000
1823,3302000
10081,1779500
3259,1126000
10213,2678000
4020,1348000
22317,1730000
3500,1865000
2658,1700000
17514,1048705
13749,1709730
10516,1193500
1819,2520000
7461,1420000
5624,1467600
17815,2929000
21458,1362788
7064,2094000
9342,2188500
12336,1654000
4669,7150000
9428,1497000
5476,723888
23515,2030000
15670,999000
1856,1862000
2282,1280000
22633,2500000
20392,1020000
13392,1853000
6439,1316000
6031,1833000
386,1370000
1628,32000000
11777,3350000
22005,1700000
22924,758000
13851,3823380
7718,1669962
7544,6598340
11381,2335000
4658,4300000
12497,1268000
9101,1474000
10058,1164000
1842,3706350
18881,2080000
16585,1173376
3868,1110000
5054,3148000
5889,1528300
14376,14600000
19086,1455000
22562,1065000
16715,1347905
3808,2150000
21451,2147300
935,1373000
10651,1479000
1774,750000
21104,2944000
3744,2808100
17373,1970910
5443,1638000
21674,2941200
13969,4720320
1875,1744380
3760,1500000
22156,1340000
3052,1460000
20125,1276000
13654,1283040
13146,1301000
22177,3180000
4615,900000
15812,1786000
3321,915000
21530,930000
3311,827000
20974,2707000
20890,1180000
21096,3066000
12743,2792000
12871,2678000
11595,1436000
8210,1300000
11431,1240000
20012,1111100
20013,709300
17740,3150000
16018,1754000
1517,1438000
22554,1030000
4492,830000
3112,2500000
16566,912081
16294,7000000
11834,1461000
2866,1000000
855,1190000
22339,1190000
4912,3222400
13860,2423520
5463,695000
18184,1966000
5482,760000
12605,1472000
21672,2940000
18352,1780000
3828,2500000
21438,1519294
4697,3650600
15200,1477000
4987,2353112
4650,2178000
17543,1665000
17709,1104000
10288,1465500
6796,1387000
5808,1166300
17839,1887000
5410,1060000
8333,938000
2800,1855000
9836,1256000
10332,1201500
12728,2808000
22462,1199000
13778,1311750
7815,3515400
4378,1650000
8921,707000
6716,1906000
20120,1400800
2261,1031800
7429,1638000
20389,1018000
9302,825000
22491,1249000
11190,3060000
18778,1626000
17569,1651000
2007,3400000
193,2450000
13803,1617660
22396,2024000
8770,745000
16300,1800000
771,1284000
10587,2545000
17862,1606602
18230,2430000
12466,2911000
20124,1344800
21254,1775172
14868,1080000
14567,1842204
16789,1437063
23363,4130000
10088,1572500
16910,1640808
6317,1223000
11851,1423000
6581,1283000
1447,2160600
342,3060000
13319,938000
11328,1520000
17111,842363
9168,1160000
22568,1338000
19900,1511460
7368,1429000
2044,1250000
7156,1028000
16288,950000
7851,2648000
10178,1712500
12132,2404000
13615,2651220
17732,1001000
17044,869839
1492,2024288
778,864000
9885,1454500
18863,2151000
9277,762000
2524,3000000
5374,1380000
19582,2450000
22652,1560000
16232,2235000
14849,1798000
17371,1201267
8259,1600000
21306,1737700
40,2793790
11240,2060000
18146,1024000
21681,3400000
14424,1876000
11639,887000
6816,1053000
20846,1874000
21453,1543794
10704,2105000
19107,1500000
14140,750000
1460,1383200
21987,1540000
4493,940000
20841,1911000
13074,1450000
17915,949000
13686,1192950
13947,4229280
11002,1244000
15432,1970000
7230,1192000
15686,1466000
10412,1164500
5075,1692000
9641,814000
21956,1370300
21824,1615000
22943,949499
4088,2780000
18351,2504000
22283,7550600
14949,1498000
4249,1115000
16807,1666080
22859,818000
10096,1504000
23125,3336900
12109,1121000
6142,1340000
5661,1264300
13970,2997720
15037,991000
9031,1223000
2659,1900000
141,1645700
2597,1138888
6701,1172000
15223,945700
17761,1098000
20058,984000
23585,1870000
7418,1495000
17522,987000
10449,2241000
18171,2382000
12130,1720000
21294,937566
16843,927636
16013,1576000
8179,1230000
11565,2167000
17332,1339700
9528,2054000
6370,1673000
4628,2080000
14478,1150000
441,1078000
9794,1462000
9046,748000
3830,3900000
22591,1229474
6344,1088000
21625,2961420
1958,1872000
155,1800600
10487,1434000
21914,1638000
4578,2360000
1089,1855000
12576,3406000
9122,1980000
7950,1628800
11101,1270000
18058,1144712
23024,1665000
6416,981000
16021,1571000
9087,1126000
11439,2550000
18710,1110500
7096,1960000
1098,1811000
5433,1600000
13230,9056000
6450,1320000
12328,1663000
10785,2699000
18099,2391000
20215,707660
3348,870000
4079,1980000
9177,1079000
22952,788000
587,1578000
9346,1794000
13269,2333000
13537,1174140
21113,2154000
10964,1619000
23149,62000000
13675,1347390
19374,1596000
16299,1850000
645,889000
11749,1433000
9587,1179000
16648,1161018
11739,1577000
15036,1923000
226,1759500
3864,965000
10592,2181000
22131,2025000
23479,1168000
16154,7600000
20095,622400
8438,720000
1529,1350000
21515,1020000
923,1303000
21072,1981000
20748,1830000
17053,886010
19988,1180170
10102,1189000
7183,2095000
12150,1772000
22436,1694000
2591,1320000
5906,1539300
11205,1841000
7133,877000
2307,1150000
20074,1129960
17071,1154917
14203,3435000
612,1138000
19584,2250000
11168,2722000
6629,1363000
4135,1695000
1898,1250000
13937,4728000
282,980000
258,1300000
11116,2071000
23043,1335000
4943,2988000
19206,1200000
14721,1200000
11531,1277000
19909,1323540
6971,1146000
14889,1200000
13521,1341450
5223,1682000
2285,1080000
8078,2380000
6710,1180000
22928,880000
10403,2143000
475,1350000
18939,2145710
16391,1530000
6411,1574000
2551,1810000
6852,1405000
5546,1240000
13489,10200000
18810,1720770
21398,2177854
18658,1822800
9203,721000
17961,1522000
10183,1384500
20354,1920800
13565,1273140
16280,1000000
21786,1750000
7193,1303000
20251,1108000
18489,832650
6823,1719000
22838,960000
781,807000
14939,1381000
18133,1672000
10983,1613000
6519,2485000
5774,1654700
13171,5608000
9283,2016000
9369,1230000
22719,1580000
18708,1115800
10271,1740500
5055,6638888
10800,1646000
22542,1959000
1727,1795000
16994,1278398
16009,2472000
4666,3528000
8535,1152000
3750,2840000
12924,2618000
12722,1388000
11407,1700000
97,1678300
3137,1110000
13368,2316000
14357,2800000
17921,1222700
13140,1376000
15177,1070000
3648,2990000
10849,2180000
21073,3225000
17901,1685000
1633,12000000
12464,1382000
11861,1509000
23398,3075000
18474,1140000
6171,1525000
7521,18000000
572,1583000
9879,2010000
22618,3950000
19446,1788000
597,1504000
15352,1578000
7345,1648000
6304,1771000
23060,1415000
16376,1880000
21465,1533994
18322,1808000
1753,1880000
20054,1384800
18745,1382900
20644,1025000
5432,1200000
13183,5472000
21109,2013000
23083,2255820
11929,1614000
21051,2749000
21963,1341000
9135,852000
22276,6718000
1171,2016000
15562,1650000
7927,1712700
22854,1360000
22426,1244000
23184,5158000
21361,1514002
14531,2480000
15892,1148000
22730,1580000
17258,1346300
18681,1703200
22900,1310000
2643,1280000
5347,930000
9032,1223000
16965,1282681
204,2265400
7896,1802484
9833,1426000
2014,3233000
17289,955000
17015,1203242
8461,1353000
19675,810810
1974,1281000
162,2239000
4998,3650000
21562,2908000
9557,1138000
4713,1593000
9067,1461000
1431,2880400
15261,1650000
12835,5592000
13975,2300000
22695,895000
7710,2548000
7736,1701652
4283,1000000
7531,6380550
14139,945000
17069,1186871
13493,2643300
10053,1156000
10851,1670000
3384,1004000
2839,1000000
21410,1417200
21673,3200000
15078,1449000
19715,719280
15941,2478960
10595,1271000
15433,1620000
2096,1588888
10195,1150000
7999,2598142
22081,1120000
5017,4110000
17833,2965000
18994,2300000
18284,1139000
20304,1081600
2757,1569000
6397,1181000
10077,1145000
13930,4815360
14082,1090000
2097,1430000
8329,880000
9028,1187000
3471,873000
12889,1323000
14472,3557000
16230,7000000
18555,1997510
18509,900000
1733,1540000
18394,2400000
23466,1100000
1283,1390000
12485,3113000
12448,1294000
10028,1206000
1019,2197000
16184,1560000
21871,2565000
9518,2154500
19194,2800000
17520,1650000
1651,1739900
830,1159000
1169,1854000
10720,1421000
6256,1533000
5469,880000
16044,1636000
10258,754500
16063,2437000
17251,1656000
11166,1243000
23034,1280000
5093,3668000
541,1200000
9324,1293000
17047,863958
12693,5488000
22940,1390000
3390,1113000
12080,2426000
11154,2192000
14226,2650000
16977,897238
16029,2538000
23627,1688000
10775,1305000
11005,1585000
3959,1318000
6643,1080000
20815,1370000
16100,3788000
16087,3714000
3586,1722000
21346,1117611
2563,2400000
10822,1258000
21143,2089000
5036,5708256
1080,2548000
5891,1401700
14537,1375000
2023,2408000
13109,3288000
22502,1680000
7909,1620000
22185,1600000
16610,2922698
1013,2716000
14871,1380000
18313,1977000
9235,1175000
5251,1520000
9596,1151000
2179,920000
17081,1163619
17508,1205936
12087,1870000
5110,3680000
1778,1100000
21230,959126
19018,2130000
15379,1939000
7604,2181802
19873,1534220
13944,2598750
17421,1350825
22476,1675000
23635,1475000
19033,1370000
10473,1214500
14933,1098000
19363,5248000
18931,2541000
5132,3220000
2159,1400000
11329,3190000
14042,1617000
14566,2793960
6445,1357000
3967,1790000
1428,2044400
3081,1840000
2520,1228000
11754,2024000
10047,1368000
21456,1686972
6019,1817000
16832,1114596
16898,2766011
3727,1095000
8553,1142000
22446,1233000
9496,1150000
6251,1128000
5926,1408400
18844,1652000
16406,4600000
18450,1880000
18037,1983812
8894,956500
8706,1392000
1376,1900000
1724,1410000
3754,2460000
10517,1184500
20567,1169000
22553,1288000
4082,1900000
11870,992000
21826,2470000
20942,1160000
12500,1288000
13057,1541000
19921,1240000
16140,1558000
10773,1383000
20714,2378000
9951,1509500
14571,3260847
17030,1302452
23349,2400000
14215,2000000
15997,1222000
7165,1882000
21238,1824172
11182,2675000
23019,1600000
4875,5797700
10736,1229000
22014,670000
15990,1870000
12258,1573000
18544,1491900
685,926000
11435,1220000
21837,2060000
14291,1610000
2461,1200000
12275,1628000
11889,982000
7128,1253000
16377,1380000
5946,1370200
4583,870000
12232,1686000
13070,1546000
16905,1438200
22437,1676000
3983,1780000
14686,2580000
6303,1550000
9908,1450000
780,846000
17153,945438
5978,1637900
20131,1364850
2196,1025000
14089,1160000
23572,3000000
20669,1691000
21721,1580000
9832,1447000
6979,2361000
18211,2071000
11824,1291000
19393,2076000
2376,5600000
20223,1758080
17630,1450750
11483,6300000
6511,2476000
13279,1306000
22712,970000
14473,3512000
5439,1280000
10759,1644000
6493,1349000
8964,848000
5510,870000
5330,1168000
21414,1272900
4531,1320000
9866,2143500
15587,1826000
16749,1119195
10142,1745000
12089,1559000
16531,1993000
18052,1220610
11280,3130000
22334,1950000
7788,3434033
3456,1131000
19655,940000
4940,2957000
9223,1404000
23392,3000000
14916,825000
20310,1908000
7099,1718000
8080,1788888
16462,1350000
18631,1290200
23645,1390000
21607,1720000
18663,1845095
20281,814400
9312,1476000
6172,1771000
3631,2726000
16955,1144757
6272,868000
392,5150000
3191,1175000
16,3145820
20584,1743000
19056,1540000
23173,7924000
19877,929070
21911,4300000
7394,1198000
21223,1222000
593,1460000
4719,3693000
5827,1252000
10749,2310000
18739,1695300
4798,2206150
10634,1200000
4795,2054870
20976,2976000
11234,2495000
8656,1415000
163,2161400
671,1768000
23053,1493000
14308,1450000
23451,1251300
16052,2403000
14828,1515000
5542,2670000
7993,1686287
10900,2451000
7758,2910000
4837,3860000
18677,1138100
6548,1312000
4481,1363000
3716,3100000
10837,2723000
6140,1193000
9956,1138000
1549,1360000
14818,1560000
18428,1515000
767,1226000
5693,1452800
9700,1192000
23601,1430000
19686,631200
4517,1295000
12411,2064000
22624,2300000
21347,2187654
3292,785000
9011,2771000
1403,1940000
1382,1305000
10340,1210500
1638,1270000
14083,1798888
8800,704000
6406,892000
9074,1187000
17563,952380
5448,1260000
12168,1226000
5078,3238000
13564,1265220
17073,1170765
3850,1080000
21121,2854000
6488,1419000
10145,1384000
13828,2233440
7154,1707000
21779,3550000
6610,971000
5179,2950000
20733,2483000
12330,2410000
18268,2189000
19103,1750000
22981,1700000
2494,1870000
19420,1632000
845,1503000
8734,759000
11916,1376000
11871,1300000
12415,1988000
7967,2888582
7340,1473000
13891,2358180
22529,2030000
21597,3116855
7137,1388000
2964,1950000
15751,2280000
18913,1663000
15476,2050000
5772,1095700
17432,935770
18344,2385000
2530,940000
11138,1427000
23701,1150000
14716,1318000
8429,1510000
4917,4264300
5901,1182600
8286,1345000
20643,1951000
21981,1450000
5656,1708100
16127,996000
5907,1444000
7373,1381000
19362,4000000
22737,870000
6721,1673000
22846,1500000
12686,1497000
8264,1450000
7693,1816000
19522,1554000
8325,1600000
23623,1480000
12265,3191000
11421,758000
1826,1657000
12329,2916000
560,1055000
4107,3600000
5435,1730000
4437,1300000
10382,1568000
17826,1694000
4406,1100000
23159,5268000
18073,1047300
9917,1485000
22512,1704000
18880,2771000
15096,990000
2817,3200000
16724,1333411
18792,1613000
5782,1389100
20960,2635000
16163,3690000
20109,1073190
19169,1180000
9715,1513000
10699,1314000
23004,980000
17396,2361150
4895,3008920
20421,1700000
21881,1780000
148,2226000
16669,915152
18752,1069398
8555,1130000
15463,2100000
4443,2660000
7446,1375000
236,1450000
15901,1732000
23222,2300000
10754,1588000
7123,1196000
22604,1193817
10123,1420000
13711,1857240
3083,1475000
632,1153000
18877,3600000
2665,4567890
21880,2978000
21780,4000000
10526,1169500
15836,1225000
10060,1150000
14788,1250000
12075,1522000
21850,3229050
20595,1594000
14109,1700000
9686,708000
20258,1016800
19201,2680000
5249,1080000
8533,1744000
7426,1395000
12345,2623000
22025,1370000
7979,1584495
22778,1380000
1735,1720000
14484,1480000
4255,1495000
21595,3264504
2475,1850000
10756,1661000
23681,1300000
3713,1900000
6704,1663000
18188,2457000
17091,1866300
22767,1580000
5189,1508000
22151,1980000
16456,960000
14210,2930000
7843,1649795
12640,2290000
14052,1768000
13031,1308000
23301,1938000
21485,2031777
6764,1737000
10793,3792000
1125,1864000
17625,1491000
23397,4600000
18733,1823700
11543,1337000
4358,1560000
14114,2060000
17727,1991000
23685,1200000
21400,2109254
7421,2200000
6652,894000
17484,951000
9160,1174000
7622,3639000
987,1349000
16014,1822000
2852,1680000
11695,1361000
8853,2156000
16336,1540000
14996,1658000
17014,1201196
17633,1995000
19563,1931200
16866,1223945
9654,1150000
3040,1065000
16035,1651000
5010,5450000
22196,1550000
3273,898000
7227,1132000
3683,2350000
6807,1295000
12337,1518000
1316,1450000
3225,810000
17456,3150000
21199,1226300
21827,1600000
9852,1495000
5752,1382800
10617,2135000
16393,1660000
4616,835000
19481,1138000
23050,1950000
1300,2650000
15222,1447000
23104,2280380
13673,1241460
9900,1347000
5495,720000
9600,1344000
1798,2299770
12149,2965000
9667,1361000
21431,1676976
6441,928000
8636,1399000
15600,1521000
18743,1788000
3654,2654400
7052,1071000
15945,2500000
11371,2180000
15710,1478000
1286,1038000
19914,1598400
20829,3547000
2137,1710000
10828,1690000
12208,2184000
12289,2092000
9873,1764500
16489,1600000
13467,1530000
6894,987000
9884,1445500
3610,2787713
7151,1185000
17347,1973000
6012,1546000
13645,1363230
14113,1220000
4882,2924000
16524,2019000
13076,1495000
12611,1662000
12046,1200000
4146,1820000
8906,1769500
6542,1136000
4431,1290000
21703,2005640
406,3100000
21718,5380000
13178,5416000
16173,1560000
8234,2080000
11022,1301000
14051,2050000
11563,2458000
11556,1726000
20783,2850000
16353,1590000
11,4400000
4760,4348510
1177,1880000
10693,2048000
2863,811000
6471,1344000
9218,873000
12040,873000
2989,4100000
11207,2142000
7010,1387000
11530,1113000
14437,1555000
8927,746000
12592,2382000
17824,996870
23409,2450000
2875,1210000
12178,1374000
9108,1066000
2190,1750000
22272,3758880
3726,1750000
19156,1450000
16838,1660366
9013,1345000
8189,1557500
1367,1230000
3712,2950000
5450,1590000
17772,1673000
15638,1034000
1000,1317000
7761,1842144
3553,2981880
4114,2350000
1667,1838888
3173,1351000
15740,1105000
23008,1610000
488,3258800
19614,1628000
20212,1138980
22093,1730000
12975,1500000
21592,2788800
7848,2193325
5704,1077100
23284,1950000
8133,1810000
17087,1169473
5105,2523000
22382,1290000
3291,945000
8125,1260000
11865,1312000
13380,1180000
9519,2195500
23273,1400000
13965,3750120
14287,2100000
13598,1613700
22543,1966000
21293,1357600
4440,1275000
10055,1167000
17370,1203268
23127,16500000
23621,2400000
23292,2500000
15504,4650000
15577,1950000
5238,1920000
14646,1400000
15552,2175000
