,price
20368,877600
22544,1454000
15155,1083000
13779,1267200
867,1177000
23021,1630000
21280,1201300
402,5650000
4428,808000
3057,2178000
21692,3850000
7060,1328000
16548,919288
14863,1410000
10390,1206000
11347,2930000
12212,2055000
3317,818000
12118,1527000
7865,3597000
12126,1837000
6851,1180000
23668,945000
22112,1350000
6997,1647000
22770,735000
706,840000
3491,1545000
15339,1326000
4573,1880000
13247,5512000
15823,850000
19693,1613520
7054,1910000
5580,1540000
3151,795000
6617,1426000
11991,1124000
4022,1840000
18266,1782000
2607,1680000
11630,1399000
9118,1474000
9182,1143000
2429,1230000
16630,1215007
3815,2125000
17747,1664000
21246,1465296
835,1171000
13256,958888
19406,1488000
8624,1439000
1173,2264000
17841,986000
8102,1880000
16117,3773000
8098,2600000
4951,3535000
15194,1965000
16634,1205102
23459,1332160
17448,2406000
7795,2700364
21923,1880000
3407,1701000
18355,1828000
15784,1312502
8963,848000
1997,3230000
19338,1689000
19863,856800
5629,1209900
4002,1818000
19252,1380000
4753,3588030
22535,1973000
16956,1125244
3681,1793000
7448,1398000
18763,1595000
13135,3961000
3985,910000
18969,1930000
9205,730000
18170,1024140
4277,868000
3666,2075725
8412,760000
17287,1526000
6520,1100000
21764,1680000
15464,1150000
11831,1330000
16928,1593015
1204,2860000
2883,880000
8613,1471000
9257,1468000
7242,1883000
2637,2220000
22129,1320000
877,1264000
23408,2538000
4379,4800000
11957,2037000
3908,1147000
10763,1655000
7688,3078900
22060,120000000
8075,4300000
14635,5000000
13161,1464000
6479,1867000
4711,4067000
17282,1207270
12476,3412000
989,1221000
2682,1700000
9702,1435000
17859,1575000
11196,2788000
7787,1644034
16099,2588000
3823,2680000
8446,1112000
18261,1030000
5159,1400000
21570,2080000
17143,1167489
654,1813000
5812,1461700
2892,1500000
16179,1988000
22168,1880000
5636,1317000
9612,1759000
3044,1600000
23510,2680000
8445,1112000
19104,1660000
6159,953000
13515,1247400
12569,1639000
6022,1880000
5092,6400000
13569,1779030
11211,2622000
11221,3025000
17652,3100000
21587,1460000
19186,5250000
3659,1778488
3326,897000
9465,834000
15033,650000
2663,2800000
20203,1594900
11673,1846000
23269,2515000
1927,2527000
18974,930000
14132,1020000
22225,5790000
2880,1010000
13562,1513710
9494,2179500
18187,2090000
20041,1456320
21102,3767000
16195,2771010
4620,890000
942,1140000
22508,1688000
21693,2449370
16577,1215007
16522,3900000
8368,1530000
8627,1195000
16692,1340658
12156,1434000
6727,855000
18228,2072000
22252,3440000
12817,2408000
23454,1645935
22356,1510000
2623,1200000
8534,1744000
16615,1487947
8371,1745000
17365,1365268
737,2053000
17853,1680000
19137,1750000
14057,2100000
14879,1170000
14249,2175000
18856,1785000
9513,864000
10187,1175000
6495,759000
755,1371000
22985,1388888
17743,1537000
15802,1840000
20674,1527000
19646,1080000
6200,1368000
16453,2286010
8084,1790000
15047,1876000
18899,2167000
5682,2145200
22742,1430000
15653,1310000
23702,1550000
7557,3539250
8569,736000
9661,2152000
15734,1499000
5961,1800000
21698,1977600
7868,1726619
1269,2727200
13733,2623500
12697,2398000
19336,3200000
6998,1331000
11283,1350000
8669,842000
22902,1420000
9045,748000
20542,1621000
23342,1580000
19926,1125900
5127,3800000
9327,1152000
1545,1810000
739,2353000
11572,1148000
10875,2204000
1674,1855000
16121,1390000
2567,1160000
6984,1597000
6795,1568000
4732,1716480
773,1268000
17249,1330990
8521,1130000
21148,1210000
17025,1286568
18,2892370
2244,1280000
3203,773000
7288,2110000
5204,1525000
13708,1780020
6923,849000
20619,1389000
11998,2072000
11197,2617000
13968,2610630
20455,1271000
12921,2638000
6665,1626000
3240,818000
16929,1153110
3309,778000
10358,1181500
363,3350000
11017,2857000
11789,1737000
4726,4824000
8738,1168000
16855,1205288
1641,1600000
22379,2050000
1172,2744000
4500,1300000
13465,1280000
22013,820000
18575,1526800
3364,959000
17663,1662000
12665,1549000
1410,1180000
12479,1288000
19432,2660700
6666,876000
11332,2650000
17199,1193216
14900,1311000
2131,1250000
1797,2564000
15378,1787000
7727,2758000
4575,855000
5190,1180000
8167,2870000
15732,1121000
12410,1989000
523,1088000
3089,1370000
20082,656800
11619,1481000
1996,3419640
11819,1872000
11602,1436000
2831,4889000
8269,1431000
7489,2750000
21444,903200
21982,1050000
20776,1180000
1299,9500000
6273,1260000
5499,1350000
6447,1473000
15613,1189000
15126,1075000
10151,1471000
7067,1015000
20956,1118000
18651,1043900
15116,1375000
8747,1159000
5680,981600
11549,1628000
16781,1157115
1537,1415000
23615,2220000
19260,1290000
5555,13000000
3010,1100000
17107,855310
16684,1189170
7328,1252000
12486,3121000
4185,1750000
15146,1023000
9549,1497000
11496,4950000
13647,1257300
22496,1688000
21994,2150000
22586,1638840
13147,1313000
4582,845000
22605,1174166
7367,1578000
10681,2330000
143,2159800
18116,1044000
22894,856000
9344,1060000
14141,850000
1212,938000
22664,1320000
9261,1481000
14086,1538000
22201,2270000
5994,1800000
4272,1490000
14923,1193000
17690,1756000
786,1329000
11049,1285000
14785,1288000
18324,1819000
15792,1312502
12379,2058000
7853,4219558
22320,1068000
19690,635200
13016,1588000
14873,1300000
14259,1770000
4626,905000
17380,1156340
17669,1714000
20811,1901000
154,2153300
11468,1426000
18531,1120000
8055,3075000
19720,1010400
8926,2499000
156,1570100
3085,2000000
1552,1170000
13393,963000
556,950000
2148,2100000
11987,1302000
495,2800000
20441,2125000
2321,1680000
17296,1067000
151,2531000
22984,2108888
20386,1043000
20068,620000
1364,1250000
15696,1423000
3720,1650000
7127,1249000
9533,750000
17272,1350000
5471,1360000
19111,1595000
4823,3083440
15479,3000000
12653,1574000
16727,1344281
4136,1605000
12388,1660000
2121,5090000
6858,1891000
992,1357000
13273,1385000
15871,2392000
16149,2626000
18319,1141000
15630,1043000
7366,1007000
22187,1480000
3565,3124240
5840,1434800
16667,914071
22856,1260000
12861,2534000
8911,1228000
4151,1350000
16075,1868000
14271,1405800
14130,973000
23310,1870000
13502,2577960
10313,2626000
21208,1762000
17914,1045000
13204,2238000
4321,1660000
3161,800000
2630,1699000
3174,1308000
2565,1050000
21554,1900000
17587,1102000
21738,2250000
17000,1274115
3114,1500000
10833,1461000
21462,1251362
13920,3201660
17811,993840
2460,1180000
14914,2001000
11810,2203000
21552,3030000
8092,1800000
7798,2809000
8997,1239000
12886,1298000
20887,1360000
7776,1714136
14201,3450000
15489,3400000
23365,2360000
3140,1124000
12472,2171000
5338,1500000
17976,1722000
16931,862488
7118,1332000
6937,1155000
16410,6000000
17451,1655000
3918,1468000
5529,2400000
5398,1120000
11360,1535000
14380,2998000
17285,3100000
19023,2450000
10740,1579000
16821,1127798
8320,1550000
15699,1636000
11112,2283000
5269,1489900
1861,2406000
10891,2121000
23555,1180000
17488,1052000
9225,1978000
1,5000000
2706,1638888
13327,2039000
10691,1414000
9196,744000
6957,1374000
2155,918000
4011,886000
534,3950000
11962,2224000
5823,1300900
16969,1123293
11875,1684000
12352,2490000
15323,1045000
20008,1013600
21131,3877000
20313,795200
8683,1071000
9743,1133000
14260,1425000
15124,1057000
9088,1126000
16562,896726
6464,1132000
21055,3174000
8107,1220000
14904,1086000
1910,2307000
20828,1881000
22612,1321336
17517,1330776
23561,2160000
18883,2095000
1317,1030000
4368,1628888
8313,860000
21180,630000
13854,4611420
6080,1480000
2601,1068888
6568,981000
22782,900000
12746,2296000
13276,1691000
7995,1500000
9142,1100000
3768,2050888
5077,1773000
22536,2147000
9599,1344000
4631,1885000
240,1520000
16053,1586000
15424,2117000
21800,4140000
18198,2017000
11461,818888
7465,1163000
1867,2453000
18194,2056000
2521,1450000
1820,2356200
2410,1240000
8243,1975000
6637,1942000
16576,1221611
4565,950000
14917,1743000
13929,2507670
23097,2035000
6391,864000
2118,4000000
10050,752000
3779,1832500
22083,1070000
4961,1698000
2809,1314000
498,3238400
11445,1950000
918,1235000
13390,1654000
13264,1888000
4284,1133000
19610,2880000
228,2180000
21086,2333000
2741,1636000
13329,878000
11703,1157200
14348,2880000
9271,1393000
18923,2934000
11113,1559000
6001,1867000
4897,2233000
5583,1540000
7867,1785198
1128,2218000
19110,1570000
10400,1524000
1567,2838000
10298,1071000
1706,1350000
3153,970000
10364,1213500
11523,1517000
7299,1303000
20064,718470
23240,2100000
6240,2267000
9824,1399888
2925,1700000
10490,2226000
23413,1755000
12444,1254000
2721,2600000
7509,1820000
20773,1461000
18817,1218168
20906,2650000
13799,1645380
15154,1036000
19633,1690000
14783,938000
16344,1140000
10832,1747000
15749,1728888
9053,1395000
1505,2124400
6054,1700000
19523,1526000
4225,1726000
22375,1690000
22183,1280000
6768,2494000
3199,1140000
6449,1321000
7951,1592740
14626,2500000
23381,1475000
15804,1307750
4435,1500000
11357,1560000
18411,1690000
13668,1883970
14645,1400000
15706,1087000
3775,1348000
16374,1850000
5596,1548800
22513,1764000
9297,1143000
22457,1301000
4174,1560000
19114,1648800
8737,1168000
9216,1153000
18349,1764000
15581,1778000
10143,1218000
22493,1716000
8543,750000
983,893000
8033,1683000
5480,690000
14894,1025000
10486,1161500
4657,5508000
6414,1423000
15386,1886000
3150,827000
18821,2107295
15861,2469000
9265,1155000
5969,1135400
14998,1171000
11891,1215200
15454,1200000
17724,1657000
23081,4425700
1391,1600000
19091,1580000
7437,1568000
18660,1830800
8802,1446000
20266,947200
371,4060000
6146,1859000
19080,1520000
9775,1456000
17796,1608000
18119,1038000
20435,820000
2212,1425000
5603,1851700
8881,1500500
5417,1280000
4938,2499000
13434,3800000
3158,1082000
9158,1167000
463,1350000
615,1118000
6380,1297000
16762,1122140
11298,2302000
12995,5902000
8181,1145000
17719,980000
13511,1777050
16574,1186613
2716,1660000
19028,1530000
19397,2396000
21733,2600000
10003,708000
13639,1326600
18628,3230181
7389,1564000
14356,945000
20874,1180000
7769,1608503
6221,809000
20241,1472000
21760,3050000
7037,1676000
15474,2500000
11646,1719000
15897,1605000
10570,2220000
15511,1650000
17997,1682400
6358,1246000
20503,1313000
6691,1312000
20826,1482000
15881,1641000
1030,1385000
9164,1493000
9488,1182000
1577,1223000
15859,1702000
9947,1114000
3793,1538000
17551,1001920
21460,2119054
2917,2100000
5586,1430000
14605,2360000
6326,1238000
21743,3250000
1515,1400000
2371,2200000
3432,1350000
4239,1685000
1390,1320000
893,831000
17874,987000
21281,1396696
14037,1626000
19073,1430000
15187,1723000
2933,1670000
22153,1560000
10937,1243000
23524,2760000
22755,720000
1129,1979000
731,1243000
11110,1500000
3084,1980000
7297,1457000
4588,1900000
12496,1288000
2795,1666000
7601,2511185
798,1321000
17118,861051
178,2245800
11469,2275000
17558,1650000
13798,1570140
9830,1124000
17174,895703
21292,970886
198,1907200
14643,4701650
16932,859584
12940,2386000
16268,1350000
11772,1677000
21734,9093920
18082,1730000
17524,1645000
13277,1678000
21560,2489600
15103,1396000
7533,2768000
17978,1495000
15855,1216000
66,2315800
4712,3637000
11452,1302000
15689,1624000
21273,2128854
5033,6178584
6915,1336000
2572,1688000
19656,1330000
17006,1172547
21590,1921280
6222,2151000
787,1273000
3332,1133000
23260,2487500
6008,1691000
8334,938000
16655,1196791
19932,1698400
13448,2900000
21939,1620000
1191,2876000
12478,1692000
515,4306500
16862,1459040
4476,1380000
10232,1088000
18251,1032000
17417,1572000
18728,3395446
14622,1388000
17898,1646000
6191,1355000
14175,2850000
7237,1189000
5753,1529800
2068,2650000
22022,1380000
8236,1970000
16252,1520000
15905,1214000
1462,1344000
15207,973000
4576,1820000
9856,1136000
19487,1104000
7349,1082000
4818,3095400
18580,1748900
220,2349500
12632,2416000
18811,1765200
4248,1205000
17442,1624000
6487,1325000
7036,2103000
9456,1196000
12433,1994000
5650,1461700
17632,1485000
20188,1215240
22754,1630000
18740,1679700
2881,1500000
18325,2187000
901,880000
7164,994000
11594,1292000
2181,1910000
8488,726000
9713,818000
8219,1888888
22880,1200000
20429,790000
6772,1647000
20400,1265000
14436,1875000
14678,2534477
11440,3200000
19072,1440000
16172,2668888
21156,630000
7257,1063000
2580,1800000
7966,6404196
21077,3114000
2156,1280000
4340,1530000
9562,1770000
23537,2150000
13743,2694780
1073,2615000
17065,1190964
4530,892000
3159,1442000
20250,929880
2987,1688000
1882,1335000
5974,1068500
3729,1600000
490,2487680
1181,2044000
1375,1180000
5014,2263000
16234,2150000
17010,1178686
4758,1684890
10304,2165000
6040,1559000
2841,710000
4180,1836000
4086,2820000
21541,995000
2887,848888
8876,1057000
12271,1660000
6671,1241000
14997,1183000
9211,1446000
17750,2001000
22666,700000
12581,5600000
23076,1600000
5602,1099900
22565,1028000
13921,2488860
5730,1461700
14745,965000
5296,735000
12979,5732000
20569,1102000
19654,2500000
17696,1107000
10171,1101000
10065,1146000
11538,1589000
7669,1632510
6869,1623000
22842,920000
12992,1490000
10472,1477000
9943,2141000
9643,1735000
14892,896000
12661,1619000
23380,2288000
6681,1259000
5428,1560000
9190,1495500
3786,1870000
1784,2310000
7116,878000
16878,1017433
4683,5736000
10046,2020000
19659,1450000
2038,850000
9281,1205000
19205,4800000
12435,1490000
22278,4989600
7876,1733342
3340,1407000
21533,930000
5911,1002000
21682,2880000
18166,1005960
8514,1133000
2031,3000000
17197,1189915
7235,1316000
12755,2236000
15327,1118000
13983,1402000
1079,1860000
15451,1140000
21000,1546000
17726,1382000
19687,878400
5649,1417300
15300,1125000
19511,1065000
14506,1438000
3862,900688
2936,3500000
3917,1741000
1689,2080000
14347,1060000
305,6300000
4056,1475000
18956,850000
9837,741000
17615,983000
9706,1178000
2313,1290000
21318,1448400
18484,958000
19682,674730
9030,1772000
2062,1415000
6470,1683000
17400,1045000
6477,1524000
5452,14000000
11279,3130000
22084,1100000
9906,1445000
4270,800000
8531,712000
21901,4500000
9095,871000
18947,980000
16972,1119390
3365,1290000
5515,1620000
11781,1003000
23643,972000
15310,1659000
2395,2130000
18554,1989240
5506,1100000
924,1504000
8134,2650000
12070,1174000
17737,1517000
11706,1294000
8671,1133550
3124,2360000
7620,2500740
6559,2113000
18746,3233000
9145,1168000
12720,1282000
9846,747000
20684,1636000
22970,710000
9627,1146000
5798,1659300
5882,1432100
9782,3552888
11348,1480000
17857,1238000
6103,2800000
6748,1083000
13009,1326000
9082,1417000
18562,1844833
20640,1433000
15966,1882000
20707,1076000
5540,2850000
421,1218000
16081,3895000
16555,910546
3956,1860000
5606,1770300
21194,1002600
11380,2135000
1725,1620000
1184,2805000
9974,2031000
16788,900309
18501,925000
904,960000
8346,1700000
17245,2882726
7797,5748900
6089,1940000
2080,1250000
7928,2245320
13853,2625480
20554,1979000
7933,1635800
10846,2631000
12177,1378000
9316,1217000
20419,1300000
9927,1076000
7211,957000
6533,1132000
5209,2350000
2646,1678000
10073,1760000
16825,1116482
10622,2047000
20317,1656000
23676,1660000
1478,1557808
692,972000
20019,891420
6365,1120000
20904,1896000
7370,1037000
1301,2200000
7837,2600000
14877,1280000
3715,2850000
20449,1010000
5037,2367000
4399,768000
13840,1786950
11294,3045000
7354,1377000
16122,1380000
8750,1170000
18661,1814900
1436,2215400
507,2650000
16017,1697000
5402,1371188
5930,1701500
22613,1512540
8947,1715000
23444,1550000
12242,1622000
17303,3150000
4386,939000
12744,2314000
10310,1730000
17667,1641000
20663,1487000
8693,755000
17027,1297914
1539,1620000
9121,1980000
1211,910000
15284,980000
20668,1387000
2560,1180000
13107,3336000
13029,1376000
11569,1582000
12668,1564000
390,4680000
17848,2959000
17576,1729000
10064,1127000
3590,1500000
11350,2680000
8435,1047000
6719,1245000
15540,1740000
16890,1228614
14693,6810000
946,2070000
15576,2100000
14327,1628000
22021,708000
18716,1073300
2547,1000000
18157,2053000
13007,1556000
272,1340000
3618,1804000
19907,1165220
7008,1037000
18993,1248000
9269,1153000
22206,9050000
4633,900000
17130,1166803
7707,3052794
8982,1624000
19183,1418000
14312,2850000
10762,1641000
13945,4412430
14342,930000
5599,1503700
9290,868000
15989,1800000
10355,1436000
3637,1778000
23015,1010000
18296,1749000
599,1057000
1652,1200000
19239,1670000
8106,1950000
1893,2003000
7833,1734071
22976,1500000
19884,840000
262,1912500
375,1380000
1466,1403700
12615,1512000
13543,1246410
16226,6950000
5696,1100300
17627,956000
19343,2680000
21326,1384152
19805,1435320
941,1096000
9663,781000
15882,2399000
13353,1874000
10905,1626000
18186,2375000
22286,7309820
21209,1347200
6578,1160000
20396,1800000
20859,1561000
298,1390000
22270,7495000
17241,906451
7977,1693009
11463,2200000
2035,1430000
10450,2241000
10164,1175500
10291,1797500
17883,1097000
13397,3460000
23613,1480000
14220,3700000
8844,1376000
6828,1201000
7130,1485000
20383,1002400
7954,1641153
16626,2000117
23130,5865000
13990,1489000
3144,1107000
18028,1966000
14547,1850000
7371,1730000
21031,2691000
5594,1610000
19474,2068000
14466,2937000
20593,1888000
19685,628800
2076,28000000
4103,2368000
7493,2796510
5968,1785100
15470,2800000
23462,1060000
17965,988000
6754,1696000
2575,1650000
14389,1555000
16284,1350000
4042,2510000
17751,957000
12853,3724000
4078,1450000
14246,3530000
7754,6713000
14166,2380000
9462,1367000
15960,1640000
4603,1360000
14252,1450000
1985,2830000
7774,3476286
9726,1705000
16709,1322541
16156,1955000
15560,1780000
10530,1194500
12172,2418000
20589,1177000
4054,3300000
21841,2285000
5229,1300000
12370,3112000
13666,2375010
7454,1300000
1268,1226000
864,1204000
21372,1253500
4942,6008000
2253,1050000
19217,2800000
16755,1137742
20123,1053000
10348,1453000
7940,2200000
609,1053000
4651,940000
21719,2500000
15886,1636000
5919,1648600
14022,1576000
7148,1251000
13648,1326600
10635,1203000
22511,1764120
22966,900000
5581,1680000
21324,1238900
5060,4497000
22811,1300000
9615,1728000
8044,3930622
17046,884540
8386,850000
14629,2358000
19594,1738000
9311,1476000
2776,1621000
13667,2716560
19955,859880
19036,1530000
23642,1000000
7189,1671000
13731,2628450
